14074000,20220314,12:30,VU3CER,OM6IN,R-16,2,MK68
14074000,20220314,12:30,VU3CER,OM6IN,R-16,2,MK68
14074000,20220314,12:59,VU3CER,E24OYI,R-06,6,MK68
14074000,20220314,13:00,VU3CER,E24OYI,R-06,6,MK68
14074000,20220315,05:25,VU3CER,E20EHQ,R-07,-7,MK68
14074000,20220329,13:49,VU3CER,VK5PO,R-05,-3,MK68
14074000,20220329,13:49,VU3CER,VK5PO,R-05,-3,MK68
14074000,20220329,13:51,VU3CER,HS0ZBS,R-08,1,MK68
14074000,20220329,13:51,VU3CER,HS0ZBS,R-08,1,MK68
14074000,20220329,13:59,VU3CER,VK6AS,R-03,-9,MK68
21074000,20220514,08:54,VU3CER,LA3LUA,R-12,24,MK68
21074000,20220514,08:54,VU3CER,LA3LUA,R-12,24,MK68
21074000,20220514,11:51,VU3CER,YB6RMT,R-12,0,MK68
21074000,20220514,11:52,VU3CER,YB6RMT,R-12,0,MK68
21074000,20220514,13:27,VU3CER,UI4I,R-12,8,MK68
21074000,20220514,13:27,VU3CER,UI4I,R-12,8,MK68
21074000,20220514,13:28,VU3CER,JR3IIR,R-22,19,MK68
21074000,20220514,13:29,VU3CER,JR3IIR,R-22,19,MK68
21074000,20220514,13:29,VU3CER,JR3IIR,R-22,19,MK68
21074000,20220514,14:56,VU3CER,JA7MWC,R-15,15,MK68
21074000,20220514,14:57,VU3CER,JA7MWC,R-15,15,MK68
