14074000,20220504,13:05,VU3FOE,YB6RMT,R-11,6,MK68
14074000,20220504,13:06,VU3FOE,YB6RMT,R-11,6,MK68
14074000,20220509,10:59,VU3FOE,VU2IIA,R+16,26,MK68
14074000,20220509,10:59,VU3FOE,VU2IIA,R+16,26,MK68
14074000,20220509,11:00,VU3FOE,A41ZZ,-07,21,MK68
21074000,20220516,12:01,VU3CER,JK6DXD,R-23,12,MK68
21074000,20220516,12:02,VU3CER,JK6DXD,R-23,12,MK68
21074000,20220516,12:02,VU3CER,JK6DXD,R-26,27,MK68
21074000,20220516,12:03,VU3CER,JK6DXD,R-24,27,MK68
21074000,20220516,12:03,VU3CER,JK6DXD,R-24,27,MK68
21074000,20220516,12:55,VU3CER,UN7PNF,-16,24,MK68
21074000,20220516,12:58,VU3CER,OH1EDK,-21,13,MK68
21074000,20220516,16:16,VU3CER,RU7D,R-14,23,MK68
21074000,20220516,16:16,VU3CER,RU7D,R-14,23,MK68
21074000,20220518,03:55,VU3CER,BG3RZA,-20,17,MK68
21074000,20220518,03:56,VU3CER,R2PA,-13,21,MK68
21074000,20220518,03:58,VU3CER,JA8ECS,R-12,17,MK68
21074000,20220518,03:59,VU3CER,JO1ALS,R-13,25,MK68
21074000,20220518,03:59,VU3CER,JO1ALS,R-13,25,MK68
21074000,20220518,04:00,VU3CER,JO1ALS,R-13,25,MK68
21074000,20220518,04:00,VU3CER,JO1ALS,R-13,25,MK68
21074000,20220518,13:46,VU3CER,JR7RHO,-14,21,MK68
21074000,20220519,10:34,VU3CER,YD7ICF,R-14,-2,MK68
21074000,20220519,10:34,VU3CER,YD7ICF,R-14,-2,MK68
21074000,20220519,14:52,VU3CER,JJ2NWI,R-13,3,MK68
21074000,20220519,14:52,VU3CER,JJ2NWI,R-13,3,MK68
21074000,20220519,16:41,VU3CER,S52BT,R-13,30,MK68
21074000,20220519,16:41,VU3CER,S52BT,R-13,30,MK68
21074000,20220520,11:31,VU3CER,RU6YJ,-07,11,MK68
21074000,20220520,11:38,VU3CER,JH8UQJ,R-16,23,MK68
21074000,20220520,11:39,VU3CER,JH8UQJ,R-16,23,MK68
21074000,20220520,11:43,VU3CER,BH4BNQ,R-17,28,MK68
21074000,20220520,11:56,VU3CER,6K5BXQ,R-09,13,MK68
21074000,20220520,11:57,VU3CER,6K5BXQ,R-09,13,MK68
21074000,20220520,12:01,VU3CER,UA9OOT,R-23,28,MK68
21074000,20220520,12:01,VU3CER,UA9OOT,R-23,28,MK68
21074000,20220520,12:05,VU3CER,JF1OCQ,R-12,29,MK68
21074000,20220520,12:12,VU3CER,JK4SJH,R-16,11,MK68
21074000,20220522,07:44,VU3CER,R1FZ,R-15,16,MK68
21074000,20220522,07:45,VU3CER,R1FZ,R-15,16,MK68
21074000,20220522,07:46,VU3CER,R1FZ,R-15,16,MK68
21074000,20220522,11:42,VU3CER,F4EIK,R-14,23,MK68
21074000,20220527,13:39,VU3CER,E27TE,-15,19,MK68
21074000,20220527,13:41,VU3CER,RW3BK,R-11,13,MK68
21074000,20220528,12:45,VU3CER,7K2QNI,R-12,28,MK68
21074000,20220528,12:49,VU3CER,IT9CSD,R-15,20,MK68
21074000,20220528,12:49,VU3CER,IT9CSD,R-15,20,MK68
21074000,20220528,12:50,VU3CER,IT9CSD,R-15,20,MK68
21074000,20220529,12:32,VU3CER,JA1IHD,R-07,21,MK68
21074000,20220529,12:32,VU3CER,JA1IHD,R-07,15,MK68
21074000,20220529,12:32,VU3CER,SP5OSF,R-06,15,MK68
21074000,20220529,12:33,VU3CER,JA1IHD,R-07,15,MK68
21074000,20220529,12:33,VU3CER,JA1IHD,R-07,19,MK68
21074000,20220529,12:34,VU3CER,JK1XMP,-14,26,MK68
21074000,20220529,12:39,VU3CER,BH8UKJ,R-07,16,MK68
21074000,20220529,12:40,VU3CER,BH8UKJ,R-07,16,MK68
21074000,20220529,13:47,VU3CER,M0DHO,R-04,5,MK68
21074000,20220529,13:48,VU3CER,M0DHO,R-04,5,MK68
21074000,20220529,13:48,VU3CER,M0DHO,R-04,5,MK68
21074000,20220529,14:29,VU3CER,7N4WPY,R-06,19,MK68
21074000,20220529,14:30,VU3CER,7N4WPY,R-06,19,MK68
21074000,20220529,16:32,VU3CER,R3KF,-11,13,MK68
21074000,20220529,16:36,VU3CER,EA1EI,R-13,24,MK68
21074000,20220529,16:36,VU3CER,EA1EI,R-13,22,MK68
21074000,20220529,16:37,VU3CER,EA5BN,R-18,22,MK68
21074000,20220529,16:37,VU3CER,EA5BN,R-18,22,MK68
21074000,20220529,16:38,VU3CER,EA5BN,R-18,22,MK68
21074000,20220529,16:38,VU3CER,EA5BN,R-18,22,MK68
21074000,20220530,08:10,VU3CER,BD4VGZ,R-21,23,MK68
21074000,20220530,08:11,VU3CER,BD4VGZ,R-21,1,MK68
21074000,20220530,08:12,VU3CER,BD4VGZ,R-21,1,MK68
21074000,20220530,08:12,VU3CER,BD4VGZ,R-21,1,MK68
21074000,20220530,08:50,VU3CER,JF2SQB,R-09,21,MK68
21074000,20220530,08:50,VU3CER,JF2SQB,R-09,12,MK68
21074000,20220530,08:51,VU3CER,JF2SQB,R-09,10,MK68
21074000,20220530,08:51,VU3CER,JO4JDU,-15,13,MK68
21074000,20220530,08:51,VU3CER,JF2SQB,R-09,13,MK68
