21074000,20220530,08:52,VU3CER,JF2SQB,R-09,13,MK68
21074000,20220530,08:52,VU3CER,JO4JDU,R-09,13,MK68
21074000,20220530,08:53,VU3CER,BD5BMV,R-09,13,MK68
21074000,20220530,11:02,VU3CER,IC8FEM,R-12,20,MK68
21074000,20220531,13:34,VU3CER,JH1UGN,R-08,20,MK68
21074000,20220531,13:35,VU3CER,JH1UGN,R-08,24,MK68
21074000,20220531,13:37,VU3CER,JA7RHK,R-10,24,MK68
21074000,20220531,13:37,VU3CER,JA7RHK,R-10,24,MK68
21074000,20220531,13:38,VU3CER,JA7RHK,R-10,24,MK68
21074000,20220531,13:47,VU3CER,JR1FYS,-16,14,MK68
21074000,20220531,13:49,VU3CER,JA7GND,R-04,21,MK68
21074000,20220531,13:52,VU3CER,IK4TVP,R-10,20,MK68
21074000,20220531,13:53,VU3CER,JH1APE,R-08,20,MK68
21074000,20220531,13:54,VU3CER,JH1APE,R-08,20,MK68
